,MotionStatus,bndbox_angle,bndbox_xmax,bndbox_xmin,bndbox_ymax,bndbox_ymin,class,color,depth,difficult,filename,frame_id,from_video,height,id,occluded,score,velocity_x,velocity_y,width
8138,null,331,1909,1895,942,927,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,29,0,null,0,0,1920
8139,null,327,1893,1878,944,928,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,30,0,null,0,0,1920
8140,null,325,1862,1849,946,930,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,31,0,null,0,0,1920
8141,null,333,1849,1835,949,932,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,32,0,null,0,0,1920
8142,null,59,1831,1812,947,936,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,33,0,null,0,0,1920
8143,null,46,1811,1792,946,934,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,34,0,null,0,0,1920
8144,null,47,1790,1772,947,936,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,35,0,null,0,0,1920
8145,null,51,1763,1747,950,937,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,36,0,null,0,0,1920
8146,null,46,1746,1727,949,936,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,37,0,null,0,0,1920
8147,null,40,1729,1714,949,936,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,38,0,null,0,0,1920
8148,null,48,1693,1675,952,938,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,39,0,null,0,0,1920
8149,null,51,1676,1659,952,938,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,40,0,null,0,0,1920
8150,null,53,1661,1644,952,939,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,41,0,null,0,0,1920
8151,null,43,1645,1627,950,939,car,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,42,0,null,0,0,1920
8152,null,0,1740,1714,986,973,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,43,0,null,0,0,1920
8153,null,0,1764,1742,986,972,car,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,44,0,null,0,0,1920
8154,null,0,1827,1806,981,969,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,45,0,null,0,0,1920
8155,null,46,1835,1820,1025,1005,car,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,46,0,null,0,0,1920
8156,null,39,1855,1840,1021,1001,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,47,0,null,0,0,1920
8157,null,317,1836,1813,1053,1035,bus,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,48,0,null,0,0,1920
8158,null,0,1868,1857,978,965,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,49,2,null,0,0,1920
8159,null,328,1856,1833,776,763,car,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,50,0,null,0,0,1920
8160,null,329,1820,1799,693,681,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,51,1,null,0,0,1920
8161,null,325,1887,1863,665,652,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,52,0,null,0,0,1920
8162,null,39,1760,1739,594,581,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,53,0,null,0,0,1920
8163,null,58,1796,1784,665,643,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,54,0,null,0,0,1920
8164,null,23,1810,1792,620,611,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,55,2,null,0,0,1920
8165,null,331,1790,1773,653,641,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,56,2,null,0,0,1920
8166,null,338,1710,1692,609,598,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,57,2,null,0,0,1920
8167,null,330,1859,1834,831,818,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,58,0,null,0,0,1920
8168,null,321,1913,1895,687,674,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,59,0,null,0,0,1920
8169,null,0,1905,1890,680,670,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,60,2,null,0,0,1920
8170,null,330,1900,1876,677,664,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,61,0,null,0,0,1920
8171,null,336,1555,1535,495,484,car,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,62,0,null,0,0,1920
8172,null,35,1671,1650,542,531,car,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,63,0,null,0,0,1920
8173,null,37,1652,1637,534,521,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,64,0,null,0,0,1920
8174,null,32,1641,1608,518,501,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,65,0,null,0,0,1920
8175,null,340,1704,1683,603,591,car,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,66,3,null,0,0,1920
8176,null,334,1693,1670,598,585,car,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,67,3,null,0,0,1920
8177,null,337,1631,1611,563,552,car,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,68,0,null,0,0,1920
8178,null,329,1624,1603,557,546,car,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,69,0,null,0,0,1920
8179,null,339,1580,1559,524,515,car,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,70,0,null,0,0,1920
8180,null,335,1583,1560,531,521,car,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,71,0,null,0,0,1920
8181,null,317,1597,1585,539,530,car,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,72,3,null,0,0,1920
8182,null,0,1053,1033,237,195,bus,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,73,0,null,0,0,1920
8183,null,359,1171,1150,212,175,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,74,0,null,0,0,1920
8184,null,0,1105,1091,103,87,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,75,0,null,0,0,1920
8185,null,344,1131,1104,130,115,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,76,0,null,0,0,1920
8186,null,345,1187,1163,157,143,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,77,0,null,0,0,1920
8187,null,330,1251,1231,228,214,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,78,1,null,0,0,1920
8188,null,353,1281,1266,127,110,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,79,0,null,0,0,1920
8189,null,0,1302,1287,119,100,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,80,0,null,0,0,1920
8190,null,0,1326,1312,109,93,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,81,0,null,0,0,1920
8191,null,43,1466,1449,155,142,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,82,0,null,0,0,1920
8192,null,311,1473,1461,152,132,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,83,0,null,0,0,1920
8193,null,0,1531,1508,115,103,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,84,0,null,0,0,1920
8194,null,0,1534,1512,104,92,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,85,0,null,0,0,1920
8195,null,0,1535,1515,98,87,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,86,3,null,0,0,1920
8196,null,0,1538,1515,91,79,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,87,3,null,0,0,1920
8197,null,0,1541,1519,67,54,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,88,0,null,0,0,1920
8198,null,0,1546,1528,42,32,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,89,0,null,0,0,1920
8199,null,0,1547,1531,32,24,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,90,1,null,0,0,1920
8200,null,0,1551,1533,26,16,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,91,0,null,0,0,1920
8201,null,0,1557,1538,14,1,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,92,0,null,0,0,1920
8202,null,0,1586,1565,93,80,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,93,0,null,0,0,1920
8203,null,0,1590,1571,56,44,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,94,0,null,0,0,1920
8204,null,0,1591,1575,49,39,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,95,3,null,0,0,1920
8205,null,0,1592,1575,41,31,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,96,3,null,0,0,1920
8206,null,0,1595,1576,35,24,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,97,3,null,0,0,1920
8207,null,0,1622,1611,25,12,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,98,0,null,0,0,1920
8208,null,337,1628,1611,76,48,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,99,0,null,0,0,1920
8209,null,0,893,880,380,365,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,100,0,null,0,0,1920
8210,null,0,1329,1318,84,70,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,101,0,null,0,0,1920
8211,null,0,1333,1322,73,60,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,102,1,null,0,0,1920
8212,null,0,1339,1326,45,29,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,103,0,null,0,0,1920
8213,null,0,1345,1331,25,11,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,104,0,null,0,0,1920
8214,null,0,1345,1325,13,0,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,105,1,null,0,0,1920
8215,null,325,1889,1873,169,153,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,106,0,null,0,0,1920
8216,null,317,1898,1885,180,164,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,107,0,null,0,0,1920
8217,null,0,1729,1716,452,439,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,108,2,null,0,0,1920
8218,null,163,40,18,615,602,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,109,0,null,0,0,1920
8219,null,164,65,45,602,591,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,110,0,null,0,0,1920
8220,null,145,82,63,594,583,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,111,0,null,0,0,1920
8221,null,143,103,81,583,571,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,112,0,null,0,0,1920
8222,null,151,124,104,574,561,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,113,0,null,0,0,1920
8223,null,157,146,125,564,551,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,114,0,null,0,0,1920
8224,null,184,167,147,555,544,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,115,1,null,0,0,1920
8225,null,0,128,111,626,617,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,116,0,null,0,0,1920
8226,null,28,89,76,622,606,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,117,0,null,0,0,1920
8227,null,195,99,87,605,591,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,118,0,null,0,0,1920
8228,null,0,102,91,616,604,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,119,0,null,0,0,1920
8229,null,15,119,105,609,594,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,120,0,null,0,0,1920
8230,null,0,133,120,603,588,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,121,0,null,0,0,1920
8231,null,0,145,134,602,586,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,122,0,null,0,0,1920
8232,null,0,160,142,591,578,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,123,0,null,0,0,1920
8233,null,0,172,152,581,572,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,124,1,null,0,0,1920
8234,null,178,203,184,571,559,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,125,0,null,0,0,1920
8235,null,0,185,166,576,565,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,126,0,null,0,0,1920
8236,null,25,220,206,585,568,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,127,0,null,0,0,1920
8237,null,0,113,101,599,583,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,128,0,null,0,0,1920
8238,null,0,128,116,594,577,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,129,0,null,0,0,1920
8239,null,0,217,200,546,531,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,130,0,null,0,0,1920
8240,null,0,235,222,543,530,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,131,0,null,0,0,1920
8241,null,0,255,240,539,527,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,132,0,null,0,0,1920
8242,null,0,272,257,537,526,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,133,0,null,0,0,1920
8243,null,0,295,283,537,524,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,134,0,null,0,0,1920
8244,null,339,315,301,537,523,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,135,0,null,0,0,1920
8245,null,334,335,322,533,519,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,136,0,null,0,0,1920
8246,null,0,264,255,635,624,person,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,137,0,null,0,0,1920
8247,null,0,110,100,689,678,person,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,138,0,null,0,0,1920
8248,null,0,13,0,581,572,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,139,2,null,0,0,1920
8249,null,0,511,503,531,519,person,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,140,0,null,0,0,1920
8250,null,27,522,509,529,512,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,141,1,null,0,0,1920
8251,null,37,534,521,531,514,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,142,0,null,0,0,1920
8252,null,0,586,566,514,502,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,143,0,null,0,0,1920
8253,null,0,589,567,505,491,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,144,0,null,0,0,1920
8254,null,0,600,576,493,480,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,145,0,null,0,0,1920
8255,null,0,602,576,478,465,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,146,0,null,0,0,1920
8256,null,0,652,637,104,91,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,147,0,null,0,0,1920
8257,null,0,1351,1342,1053,1042,person,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,148,0,null,0,0,1920
8258,null,0,1330,1323,1000,988,person,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,149,0,null,0,0,1920
8259,null,0,1259,1252,1046,1035,person,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,150,0,null,0,0,1920
8260,null,0,1849,1827,43,31,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,151,0,null,0,0,1920
8261,null,0,1855,1834,35,23,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,152,1,null,0,0,1920
8262,null,0,1863,1837,10,0,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,153,1,null,0,0,1920
8263,null,44,1521,1506,155,142,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,154,0,null,0,0,1920
8264,null,0,1546,1531,145,129,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,155,1,null,0,0,1920
8265,null,46,1569,1549,131,117,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,156,0,null,0,0,1920
8266,null,46,1580,1561,126,114,car,null,3,2,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,157,3,null,0,0,1920
8267,null,340,1312,1294,60,46,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,158,0,null,0,0,1920
8268,null,0,1067,1052,106,92,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,159,0,null,0,0,1920
8269,null,0,847,835,341,325,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,160,1,null,0,0,1920
8270,null,335,992,978,941,923,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,161,0,null,0,0,1920
8271,null,0,866,859,997,987,person,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,162,0,null,0,0,1920
8272,null,0,855,847,1033,1024,person,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,163,0,null,0,0,1920
8273,null,0,920,913,963,952,person,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,164,0,null,0,0,1920
8274,null,0,1010,1003,1065,1054,person,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,165,0,null,0,0,1920
8275,null,0,943,935,1022,1010,car,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,166,0,null,0,0,1920
8276,null,0,1794,1785,596,584,person,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,167,0,null,0,0,1920
8277,null,0,1194,1175,182,167,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,168,1,null,0,0,1920
8278,null,346,1048,1020,211,195,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,169,2,null,0,0,1920
8279,null,351,914,903,110,93,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,170,0,null,0,0,1920
8280,null,0,1356,1345,76,59,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,171,0,null,0,0,1920
8281,null,0,1362,1349,48,30,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,172,0,null,0,0,1920
8282,null,34,1540,1522,148,136,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,173,2,null,0,0,1920
8283,null,0,1619,1607,40,25,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,174,0,null,0,0,1920
8284,null,0,1342,1329,35,21,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,175,0,null,0,0,1920
8285,null,340,1834,1824,814,799,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,176,3,null,0,0,1920
8286,null,0,1654,1630,964,950,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,177,0,null,0,0,1920
8287,null,325,1628,1612,955,939,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,178,0,null,0,0,1920
8288,null,5,1797,1773,1023,1008,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,179,0,null,0,0,1920
8289,null,29,1873,1857,1024,1003,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,180,0,null,0,0,1920
8290,null,0,1267,1261,1041,1027,person,null,3,1,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,181,0,null,0,0,1920
8291,null,37,1822,1806,629,614,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,182,0,null,0,0,1920
8292,null,0,1871,1845,958,944,car,null,3,0,CoreView_18_disp_3_Day_zoom_0375_20171219_162116.697.png,13,0,1080,183,0,null,0,0,1920
8293,null,0,1477,1465,44,29,car,null,3,0,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,1,0,null,0,0,1920
8294,null,0,1460,1447,16,1,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,2,0,null,0,0,1920
8295,null,330,1451,1434,47,35,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,3,0,null,0,0,1920
8296,null,0,1464,1453,76,65,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,4,0,null,0,0,1920
8297,null,0,1443,1433,72,61,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,5,0,null,0,0,1920
8298,null,0,1463,1453,88,75,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,6,0,null,0,0,1920
8299,null,0,1438,1428,82,68,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,7,0,null,0,0,1920
8300,null,0,1456,1445,111,97,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,8,0,null,0,0,1920
8301,null,0,1431,1421,109,99,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,9,0,null,0,0,1920
8302,null,0,1428,1417,121,109,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,10,0,null,0,0,1920
8303,null,0,1416,1397,95,85,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,11,0,null,0,0,1920
8304,null,0,1422,1411,143,130,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,12,0,null,0,0,1920
8305,null,0,1395,1384,151,138,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,13,0,null,0,0,1920
8306,null,0,1376,1365,159,145,car,null,3,0,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,14,0,null,0,0,1920
8307,null,0,1283,1263,187,175,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,15,0,null,0,0,1920
8308,null,0,1233,1210,163,150,car,null,3,0,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,16,0,null,0,0,1920
8309,null,0,1211,1199,135,120,car,null,3,0,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,17,0,null,0,0,1920
8310,null,0,1175,1163,135,124,car,null,3,0,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,18,0,null,0,0,1920
8311,null,0,1264,1244,238,206,truck,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,19,0,null,0,0,1920
8312,null,0,1150,1132,261,223,bus,null,3,0,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,20,0,null,0,0,1920
8313,null,331,1703,1691,115,100,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,21,0,null,0,0,1920
8314,null,0,1698,1687,104,91,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,22,0,null,0,0,1920
8315,null,0,1699,1688,81,68,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,23,0,null,0,0,1920
8316,null,0,1702,1691,69,56,car,null,3,2,CoreView_18_disp_3_Day_zoom_0403_20171219_162117.817.png,20,0,1080,24,0,null,0,0,1920
